system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,state,.geo
000200000000000000ac,0.017755989691954605,-0.13657954553281765,0.055986773639668204,0.037282709929838564,-0.03813749806077989,-0.17465277670417342,-0.038334372120623426,0.07624065854624147,-0.01411925734970788,-0.0333538764215837,0.08767774363211875,-0.04181890111796987,-0.26843810124035233,-0.04764479734657986,0.03720159292857084,-0.0414325012486641,-0.06211836038905391,0.04558178131940688,-0.09205655264562213,-0.1255042142512864,-0.17711941842555612,0.09548862475353924,0.08148838164263024,-0.08972847679644781,-0.08420607426813372,-0.00824799877038521,0.08772971712463126,0.022815913016476324,-0.11494585852734901,0.07072760890674391,0.0328114053369595,0.033989542267723716,0.010252991851690358,0.026719179598317308,0.03818914039774103,-0.0834876733455787,0.06261888295930239,-0.07976713398211195,0.011836110723300666,-0.046077612120707385,0.014464225267328488,-0.08459963668744462,-0.1676289059602925,0.14270532935609037,-0.03024272693605858,-0.02395682983020085,-0.03589219094913672,0.028971288527798785,-0.11566425475530841,-0.12764862957861706,0.06439957003014825,0.023028594656353322,0.041721657331296416,0.07894923496176391,0.08948875807774874,-0.021205402082406108,-0.028363246810557897,-0.07741529894869095,-0.15717159777190706,-0.33529658490553516,0.01334478258703386,-0.1032128761131736,-0.0028157363192928835,-0.041476275088312343,Puebla,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000000ad,0.05098904731780292,-0.15150000012707526,0.04278427125927223,0.03640183142077982,-0.04904073002630762,-0.19331999680868878,-0.07215198148238837,0.11146570782532038,-0.023134345320640827,-0.05714195251324858,0.11947258171138982,-0.0535537578704331,-0.25561547355945724,-0.0871804282401629,0.06770629863525988,-0.02986522957521173,-0.07390684190925445,0.0883737685876416,-0.06459135452117098,-0.13914037393341339,-0.1723055618278544,0.08733863504959793,0.1197867009482435,-0.07480511315897173,-0.09048947039320124,-0.018915874723546684,0.10160228786618083,0.0788634161162085,-0.09151438822153025,0.06644411481866867,0.04435576682321887,0.07195126657058391,0.025176361331744015,0.055635251813911935,0.058893307719663494,-0.07826395653463727,0.028504334395484613,-0.0786142368680655,0.05231609982561371,-0.04906782613016469,0.02154712819703662,-0.05952554619920151,-0.19140576595856554,0.1374805438011692,0.008350704349729477,-0.020835458370114877,-0.022305045815592207,0.026171228514166422,-0.14769424234901776,-0.15163542027442845,0.06949982020201502,0.0539947617687451,0.005948020204966874,0.07108302882689761,0.08003790339303544,-0.023295554123372024,-0.06745662278221194,-0.08831440565795182,-0.13972802295513378,-0.3454066303464044,0.002751747723829108,-0.09689952187764289,0.012145278084421788,-0.009573507103782405,Queretaro,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000000ae,0.05074823540781722,-0.12829726321072335,0.0300424851694229,0.1468532555773642,-0.034255058054552465,-0.14840904354216242,-0.07351823201781366,0.08057511316925242,-0.033358759736039426,-0.0585916269333082,0.10670938562554716,-0.04847817721941845,-0.2262247436420917,-0.0998216226426969,0.08936080684319758,-0.0019378581171765187,-0.038155720603148216,0.13653190936684317,0.020637149030272653,-0.1464782471687643,-0.15800174726016236,0.10870838195041285,0.08537757678889157,-0.027565832392608743,-0.14269887013751634,0.0026392441923524276,0.10239451308109325,0.05753985283619344,-0.1315363159575111,0.10360929579390492,0.07698780361682923,-0.012041376116271435,0.04973770613473219,0.004660168756768863,0.058130633323354775,-0.029159223330510776,0.05106510645618343,-0.09107142919475338,-0.008346809334445168,7.62857912172452E-4,0.12198334412901947,-0.07876402190854034,-0.11610237324942237,0.08834474596866179,-0.055341103528848766,-0.011947537717995144,0.019808463045659728,-0.04054697808889774,-0.0978496679276675,-0.18045529472864053,0.03549157391069788,0.013907349581784396,-0.027607835884287862,0.07662078572425741,0.07994829643622235,0.009663424399320468,-0.10578728707352145,-0.0751845116434324,-0.10504952441307634,-0.3523382967935735,-0.02823614622043401,-0.03098862586828151,0.09110822133819935,0.04293035083656684,San Luis Potosi,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000000af,0.12680305772044695,0.07485805561492788,0.033339891096274894,0.012537575640995812,-0.0649471616964059,-0.07716178424337947,-0.06084692163550674,0.15208734416721922,-0.1353798670029405,-0.07880180221945916,0.11161192834490827,0.038587892863619744,-0.21884496586949953,-0.10618566214152629,0.09266654351346194,0.10524593060365325,-0.03717472463182891,0.12073669397232116,0.03160155982047797,-0.034670145923912404,-0.13775327523208877,-0.04049749883914628,-6.002399529667621E-4,0.02209178412941875,-0.08658091077074968,0.06794368839565926,-0.01565432444480771,0.01724562948970501,0.062439104725025056,0.10023452044837636,0.11206281710604704,-0.0017103204137071926,0.07880301719870265,-0.07819911264341456,-0.01694210867162521,0.022298235873644934,0.039188207211792406,0.01132327975487666,-0.026633593301830984,0.027280418974707583,0.21609564588351857,-0.07231336503064491,0.08469319951901037,-0.0490893093111952,0.05520015885561348,0.0981717874539786,0.04710543001992674,0.024576753683529216,-0.020502918300855464,-0.1527261193468178,-0.02308886482310138,-0.028373635027353666,0.09833641755586706,0.008674597064984052,0.020520931828422535,-0.013658606677148197,-0.013941653654546025,-0.08407010173715479,-0.07569230621638208,-0.15795452140507546,0.025097431191272238,0.00621342362857138,0.05229573544871291,0.006063797490598106,Sonora,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000000b0,-0.03653810739394784,-0.03277041547622223,0.037494005927285495,-0.043962540913448526,-0.17166970081256308,0.028761563203593025,0.20941061474941494,0.04617462177514469,-0.13237339039631857,0.12278371446428159,0.029242755216273876,0.09203255216944653,-0.1857819595591129,0.0946425666721605,0.03433252903867561,0.11448294009243015,-0.0067705145876627995,0.027491449315553106,-0.11486107580260874,-0.04580692938929098,-0.3019814698718047,0.214039550734876,-0.03185211882715323,0.0015336993775407583,-0.0400048291122262,0.15658503843669472,0.10628934361292576,-0.0951130504447582,-0.12627329363846232,0.1594516273923838,0.051550529865886034,-0.04635069407322141,0.02306770277845008,0.04113678838774355,-0.040626686706553256,0.07681806375921879,0.0761220959362774,-0.005382724232056387,-0.013308467831870563,-0.02247777723804121,0.08261588489611113,-0.09114829693896245,0.03795672244029616,0.23464400624593457,-0.10432469348474463,0.03870574766627574,-0.11010800627836678,-0.09198340812082002,0.009488689984267568,0.052215428669689146,-0.06266595369733807,-0.13873994806675508,0.0052131103461319885,0.08852409968859591,0.0727874860670586,0.013680627519188273,-0.0243214409699769,-0.01819577276801644,-0.054450946587595785,-0.21881368233842147,0.061299274701493885,-0.09967920712847946,-0.035501469725843525,-0.021814917047273296,Tabasco,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000000b1,0.046277627267283246,-0.07269510807672198,0.025161203774754694,0.13654326290525085,-0.08327073881364813,-0.13986837070721808,-0.07092395117567286,0.11585734216365387,-0.1233347453685281,0.023648606832029715,0.029404074694832943,0.0688449378640598,-0.18598811492061124,-0.04698116724639728,0.03726152116640016,0.033761591475749496,-0.05874026638955317,0.21606999767739243,-0.046369991651742805,-0.10707800955973994,-0.2302020441941039,0.1426431745632272,-0.013478368296924446,0.013231313099156585,-0.06210787525454945,0.07294758947675178,0.015851306262216928,-0.010359484765166486,-0.11161740525151313,0.13547774667253468,0.08061215210411181,-0.02890773812784797,0.12566059072049443,0.010642031869133588,-0.04060833630935612,0.16754998620868033,0.00690170075134363,-0.0017647775572733864,0.01805577983464738,0.054667307391466434,0.1185957789079082,-0.12125757697816819,-0.023413050056445537,0.07087313953041563,-0.07975775116621245,0.02433504710490434,0.02196073936882963,-0.045286611986319544,0.06736876070068919,-0.025732957004871986,0.0732914173302374,-0.03574938389519806,-0.08240703533104515,0.12845315216926517,-0.012547816185545211,-0.04178698008538588,-0.07202216345355328,-0.00283196855759243,-0.060805514724449714,-0.20861623126920822,-0.006842064180591791,-0.01975561803601338,0.06168384548582514,0.1097361950163097,Tamaulipas,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000000b2,0.007750972837247197,-0.20060651995105183,0.08011101177522949,0.013104000932963052,-0.06110231542749036,-0.11773033214639265,-0.024782158561985054,0.016183599264305345,0.02907811662508342,-0.015865818471997722,0.1277708819729098,-0.12167709507161277,-0.2631316305907686,-0.02785477785790803,0.05385353079593785,-0.049162535742986714,-0.19415581020355857,-0.027332972855194176,-0.042386931340361096,-0.18258302906938817,-0.08042352660012884,0.05284238317837415,0.18149527556867376,-0.1165214954444829,-0.12346238528227746,-0.02295670665123376,0.02581697025382172,0.042087732228783155,-0.08619066933702191,0.01101714568951786,0.020800721065327,0.06393192474736525,-0.06290300227424553,0.0056409884200373656,0.07451070856932508,-0.10726316182530629,0.09371348490316586,-0.04905901328242205,0.030341971768023168,-0.045265488550333424,-0.03876964353725839,-0.07607184954621489,-0.22886930154627608,0.06269116994217463,-0.03606386469669055,-0.028401676191688947,0.014726265977894629,0.0035669702900246888,-0.15448322761682756,-0.16577719709797786,0.11214538170023855,0.12601339156828545,0.040854864047212114,0.09811068009045493,0.11384806781837059,-0.029282596274116994,-0.03970428901710984,-0.047753146058555705,-0.2160338307988084,-0.37474386834951157,0.01317446876023392,-0.08987391275921155,-0.0045844317280606655,-0.07669842399586836,Tlaxcala,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000000b3,-0.01995953092438144,-0.050945136137073556,0.05068714679117111,0.01774402086472091,-0.10248131469434885,-0.03523814098059874,0.10083443632447242,0.08873495323630587,-0.06334261095294745,0.07122769039305388,0.018691493003712957,0.0999957515802941,-0.21417271399512938,0.08647346537721584,0.036781209270875394,0.04997117250184578,0.007842961259570427,0.08413799328354779,-0.09682751651043826,-0.06406830867131001,-0.31224957801116043,0.24090906479583205,-0.03853491832114056,-0.08954521079523817,-0.06921412485231376,0.10457439996562842,0.10319434721498412,-0.08681090375137225,-0.1740428019194898,0.1506944851890658,0.0740517049024338,-0.03994043478720552,0.06723959163974087,0.057775604042926365,-0.04668938449606088,0.0811440086689835,0.02871288165138311,-0.0307333612249177,-0.018349932755496203,-0.04140177346613117,0.09879559772891919,-0.09785137500405695,3.293104899493899E-4,0.24148787512144346,-0.11822826642606221,0.005905558857983585,-0.04776878883966987,-0.06184761309852025,-0.044356744873028445,0.021597927032475664,2.1122387090806061E-4,-0.14546413305225833,0.008879090271842317,0.08754339562316515,0.0987667519680145,-0.010989795711086953,-0.04008675714273042,-0.007597870014524669,-0.08085538830714951,-0.24834086489993698,0.052736221125817606,-0.12222284436482846,-0.004424306059495393,-0.009854142822020016,Veracruz,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000000b4,0.005571351976132681,-0.09104225684449056,-0.04174356773882445,-0.0940708559047156,-0.23558541180856993,-0.125291631692095,0.1380916259595244,0.13198673000590877,-0.1496270576041902,0.04834974654905052,-0.02143671637761381,0.08260067489094934,-0.09310247916373122,0.017856051481707023,-0.09426217916820459,0.12021517768601181,0.00960709184842857,0.10294886268158937,0.005901235977094566,0.0523833209608321,-0.2520166057453047,0.2012513788379324,0.22358168939233705,-0.0885233260228461,-0.025637071849543062,0.0192832230136257,0.12877140920004473,0.055914524214285055,-0.16943799316880534,0.2614892783812864,0.040781918096113,-0.0492785896053564,0.10743965903903009,-2.0498230771848463E-4,-0.11847068058527613,-0.06741073813309383,0.005439087446416315,-0.033927117256178606,0.0385383758213254,-0.03380260213471548,0.14578625065197054,-0.14761921135854625,0.08544598744133365,0.17266500208922633,-0.10230454191851658,-0.02709611615417322,-0.1267024225196358,-0.13311438273338813,0.1808473910065405,0.04691791229847447,-0.05762434962310853,-0.13549723771022357,-0.09884848836679846,0.08950932725123387,-0.06541379699198968,0.04961445910044475,0.04602393583607683,-0.044464427595069765,-0.10102749713258187,-0.24259205526993316,0.1105611129681474,-0.07819125127640712,-0.13126461331298364,0.055883441833175215,Yucatan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000000b5,0.033771810383653886,-0.12801790214769831,0.060559023595850824,0.08112666288894407,-0.07028344369895684,-0.10475951373298618,-0.051455164420342425,0.09251940755316439,0.001453411426441451,-0.09501279433512608,0.10163729160801943,-0.08464435363240745,-0.2280475185660207,-0.08849566380845504,0.12125577260941532,-0.007798165063564361,-0.12117130841724204,0.10357133099431809,-7.859844397998166E-4,-0.13827351305870764,-0.0902413627899996,0.038012510241389165,0.1821770153708816,-0.02783414114847261,-0.1621085061116729,-0.00644989588744143,0.10378431559817652,0.07247885532411029,-0.0807018697666054,0.05433505373966667,0.06375870202313029,0.04803415711718591,-0.017766771681704895,-0.024594524728652388,0.10665645431698362,-0.09238340438635641,0.07840574339673657,-0.06154344815950801,0.05970710623994143,-0.04521612161262783,0.121080636436546,-0.09148742161775242,-0.16187481976167514,0.055927182166726756,-0.009876814299951417,0.02282005767420144,0.043515185467797465,-0.04042554839933869,-0.16064803190561758,-0.2270865749251376,0.06705549924559008,0.11616225662540973,0.005245662192803601,0.0696207724438014,0.10243756394066471,0.04563972794295871,-0.1402346330479329,-0.05709003726770923,-0.12824363697169042,-0.34321467806164246,-0.04842547644881925,-0.02586766684598932,0.0844780061655976,-0.0033395448788648683,Zacatecas,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000001b8,0.003643027628480971,-0.06261634210734157,-0.0367317692267473,-0.11559738768291876,-0.215258199565384,-0.08302406013061567,0.10446640851443974,0.09063986816484036,-0.12622128903342475,0.08867426866212678,-0.0013676798087427413,0.15191749575529795,-0.10447860498217373,0.009759339546284967,-0.09554574998594509,0.12100354657512605,-0.02932043292482431,0.019127608616879857,-0.015410648612078992,0.008052195910166069,-0.18990045509107065,0.15834714791010204,0.24678129944728375,-0.042829831163406516,-0.05821097911774009,0.03027470031593725,0.12327049964110265,0.05490942185314176,-0.14064346349426263,0.23572318321518065,0.09052477889370947,-0.06179263432641042,0.12658345039851787,-0.0053934722981845125,-0.10906082952759628,-0.05472867213355009,0.07359659854974485,-0.07045621770082673,-0.040519360533166224,0.00403853140440469,0.12429641395510356,-0.11106227391807562,0.14251246042780163,0.1916341171737916,-0.03575680116917857,-0.07495472222762586,-0.14124335594669415,-0.10048650854448087,0.21869863260875383,0.028704591281659038,-0.04541582172529257,-0.1944776395334354,-0.05126404325643234,0.07422466530801358,-0.0531007325353871,-0.009396183203567868,0.05247324557469841,-0.03813031211511008,-0.0998377199184958,-0.14048247058170724,0.06784713422000231,-0.17231330401695147,-0.12700921448459765,0.03602139902064593,Quintana Roo,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000001b9,0.02022070026349726,-0.08621392422884136,0.06901530570755152,-0.07530293821378252,-0.1265164169358029,-0.14052383963447318,4.805812072720866E-4,0.16696575607157088,-0.13980810941565702,-0.027235684936559378,0.0845021218465586,0.11982631589870599,-0.24279045222705578,-0.007158394231935213,0.04337003650209616,0.1330084314523497,-0.05072093083397872,0.10995704367190992,-0.1229545910243954,-0.05224771248268579,-0.16106913275110255,0.11120541306487775,0.12464919388664544,-0.027925279330756277,0.03456435695847474,-0.035525005005049425,0.00886065221688374,0.11500056819457057,-0.07850255624750094,0.10008038113433501,0.0860774670095773,0.08005742880638211,0.05779220356509504,-0.010552679774552367,-0.029813822371030748,0.03655995900700662,0.02681913707840015,0.03329904297804051,0.08506021457684047,-0.04520894483526918,0.14922504642794182,-0.16171871950163186,-0.02042524661647888,0.12822451229452786,0.05141406621770734,0.05431414478551255,0.00696486711583309,0.036843542014850385,0.05506076675267109,-0.043554117469298485,0.04788529136476367,0.019876473275795264,0.023652659979695574,0.03614591662075577,-0.005968753689023289,-0.08732484784529326,-0.03797026536978388,-0.08757599927345502,-0.13605152489870087,-0.22553575376526944,0.14064160096229622,-0.11171567079397511,0.030250304677485556,0.03078372049718242,Sinaloa,"{""type"":""MultiPoint"",""coordinates"":[]}"
