,ITAM_CDMX,Paris,Tokyo,New_York,Monterrey
ITAM_CDMX,1.0000000000000002,0.0960139599363106,0.2455872908606628,0.1685406981406502,0.2623101544522718
Paris,0.0960139599363106,0.9999999999999994,0.24500969169081843,0.3902706147652823,-0.14045292997386696
Tokyo,0.2455872908606628,0.24500969169081843,1.0,0.5585551039428154,0.05082225764323092
New_York,0.1685406981406502,0.3902706147652823,0.5585551039428154,1.0000000000000004,-0.06531359129483261
Monterrey,0.2623101544522718,-0.14045292997386696,0.05082225764323092,-0.06531359129483261,1.0
