city,cdmx,guadalajara,merida,monterrey,oaxaca
cdmx,0.9999999999999996,0.5285440578824887,0.45478335056728186,0.5391953571182035,0.44053848462375766
guadalajara,0.5285440578824887,1.0,0.5590570224532572,0.47227224256594985,0.6352994030061011
merida,0.45478335056728186,0.5590570224532572,0.9999999999999987,0.34422916793739466,0.5421233411009493
monterrey,0.5391953571182035,0.47227224256594985,0.34422916793739466,1.0,0.297701047830011
oaxaca,0.44053848462375766,0.6352994030061011,0.5421233411009493,0.297701047830011,1.0000000000000013
